Name,Article_ID_x,Date_x,repeat_x,Article_ID_y,Date_y,repeat_y,career_length,Gender
Andrea Marongiu,6702553,2020-05-21,True,6670253,2020-10-02,True,134 days,F
Andrea Masini,6766410,2019-09-25,True,6568477,2021-02-17,True,511 days,F
Andrea Massa,6599588,2020-06-08,True,6607517,2022-10-02,True,846 days,F
Andrea Matta,6617606,2020-04-02,True,6616380,2021-06-01,True,425 days,F
Andrea Maurino,6619345,2020-03-12,True,6622852,2022-03-16,True,734 days,F
Andrea Minari,6562345,2020-02-24,True,6618786,2022-11-13,True,993 days,F
Andrea Molinari,6731230,2020-03-09,True,6627393,2022-06-23,True,836 days,F
Andrea Monteriù,6682300,2020-02-24,True,6618819,2022-07-25,True,882 days,F
Andrea Motroni,6604725,2020-06-08,True,6604352,2022-07-18,True,770 days,F
Andrea Munaro,6566195,2017-09-16,True,6664498,2022-01-08,True,1575 days,F
Andrea Murari,6799122,2020-10-26,True,6602161,2022-12-07,True,772 days,F
Andrea Omicini,6791736,2020-08-25,True,6642093,2022-04-09,True,592 days,F
Andrea Orlandini,6777247,2018-11-24,True,6576141,2021-07-02,True,951 days,F
Andrea Pacifici,6568606,2020-12-29,True,6587137,2021-06-01,True,154 days,F
Andrea Pandurino,6619468,2016-08-04,True,6724815,2020-04-16,True,1351 days,F
Andrea Passarella,6615288,2020-02-22,True,6634551,2022-04-09,True,777 days,F
Andrea Pezzuolo,6747825,2020-02-22,True,6749812,2022-12-07,True,1019 days,F
Andrea Piccaluga,6656208,2020-10-08,True,6655638,2022-10-02,True,724 days,F
Andrea Ponzoni,6605789,2020-06-08,True,6604295,2022-04-27,True,688 days,F
Andrea Prati 0001,6660547,2020-02-20,True,6699263,2022-05-11,True,811 days,F
Andrea Pugliese 0002,6812226,2020-05-22,True,6811502,2020-05-27,True,5 days,F
Andrea Randazzo,6603386,2020-06-08,True,6601270,2020-10-26,True,140 days,F
Andrea Rangone,6655675,2020-10-08,True,6655482,2020-10-26,True,18 days,F
Andrea Rapisarda,6667316,2020-07-09,True,6721475,2020-08-25,True,47 days,F
Andrea Resca,6629594,2020-04-01,True,6690797,2020-05-11,True,40 days,F
Andrea Roli,6712673,2020-03-27,True,6801784,2022-11-10,True,958 days,F
Andrea Rosani,6599588,2020-06-08,True,6607517,2022-10-02,True,846 days,F
Andrea S. Patrucco,6586454,2021-04-07,True,6585422,2021-09-16,True,162 days,F
Andrea Samore,6601060,2020-06-08,True,6606831,2020-09-11,True,95 days,F
Andrea Sanna,6619475,2020-03-12,True,6603732,2020-06-08,True,88 days,F
Andrea Schaerf,6643446,2017-06-05,True,6794490,2022-04-09,True,1769 days,F
Andrea Scharnhorst,6692309,2020-10-01,True,6668040,2022-10-02,True,731 days,F
Andrea Seidl,6654837,2020-08-25,True,6562833,2021-09-01,True,372 days,F
Andrea Semanicová-Fenovcíková,6689133,2020-03-27,True,6689084,2021-09-23,True,545 days,F
Andrea Serrani,6564375,2022-01-03,True,6562588,2022-01-19,True,16 days,F
Andrea Sgarro,6690195,2020-03-06,True,6640320,2020-06-18,True,104 days,F
Andrea Simoni,6609532,2020-06-08,True,6606922,2022-10-02,True,846 days,F
Andrea Sorbi,6766697,2017-05-17,True,6717729,2022-01-14,True,1703 days,F
Andrea Sosso,6604483,2020-06-08,True,6598936,2020-06-15,True,7 days,F
Andrea Stevenson Won,6725023,2020-04-24,True,6774939,2022-10-02,True,891 days,F
Andrea Stocco 0002,6707738,2020-10-01,True,6707510,2022-12-07,True,797 days,F
Andrea Tacchetti,6573864,2021-10-14,True,6611468,2022-02-25,True,134 days,F
Andrea Tangherloni,6711259,2021-10-14,True,6732349,2021-12-15,True,62 days,F
Andrea Taroni,6701371,2020-05-21,True,6598739,2020-06-08,True,18 days,F
Andrea Tassi,6748628,2022-10-24,True,6585139,2022-12-07,True,44 days,F
Andrea Thomaz,6725572,2020-09-10,True,6691605,2022-04-12,True,579 days,F
Andrea Tigrini,6603642,2020-08-06,True,6605174,2022-03-15,True,586 days,F
Andrea Tilli,6561973,2020-02-24,True,6632094,2022-01-12,True,688 days,F
Andrea Tomo,6656093,2020-10-08,True,6656139,2021-05-16,True,220 days,F
Andrea Trabattoni,6601696,2021-05-16,True,6609201,2021-06-15,True,30 days,F
Andrea Tundis,6694911,2022-02-08,True,6695081,2022-04-09,True,60 days,F
Andrea Turbati,6722509,2020-05-11,True,6748039,2022-10-02,True,874 days,F
Andrea Valsecchi,6712032,2021-04-09,True,6730760,2022-12-05,True,605 days,F
Andrea Vandin,6578644,2019-09-16,True,6577411,2021-12-15,True,821 days,F
Andrea Vinelli,6587505,2021-06-01,True,6739772,2022-05-12,True,345 days,F
Andrea Vitaletti,6578043,2021-02-17,True,6657349,2021-04-09,True,51 days,F
Andrea Wolter,6722027,2020-08-25,True,6568665,2021-02-17,True,176 days,F
Andrea Zanella,6700979,2020-05-21,True,6582519,2022-12-05,True,928 days,F
Andrea di Liddo,6804807,2021-04-09,True,6804789,2022-03-16,True,341 days,F
Andreia Mordido,6568717,2019-10-19,True,6569974,2022-04-09,True,903 days,F
Andreja Istenic Starcic,6650004,2022-06-23,True,6648899,2022-10-02,True,101 days,F
Andriani Skopeliti,6722298,2020-08-25,True,6719634,2021-08-13,True,353 days,F
Andréa Magalhães Magdaleno,6620164,2020-05-20,True,6717100,2021-11-30,True,559 days,F
Andréa Weber,6620081,2020-05-20,True,6671898,2022-01-24,True,614 days,F
Ane Martínez-de-Guerenu,6608007,2020-12-31,True,6599277,2021-12-15,True,349 days,F
Angela Beninato,6606423,2020-06-08,True,6601199,2021-06-28,True,385 days,F
Angela Locoro,6598101,2020-06-05,True,6699486,2020-09-29,True,116 days,F
Angela P. Schoellig,6777569,2018-11-30,True,6681692,2020-02-24,True,451 days,F
Angela Ribeiro,6714865,2019-10-19,True,6749612,2022-10-02,True,1079 days,F
Angela Rout,6719893,2021-10-25,True,6663072,2021-11-11,True,17 days,F
Angelica Lim,6751999,2020-04-25,True,6691390,2020-05-18,True,23 days,F
Angelika Peer,6725531,2020-12-29,True,6777521,2021-10-14,True,289 days,F
Angelika Steger,6575453,2019-09-03,True,6573648,2021-02-17,True,533 days,F
Angélica de Antonio,6756341,2021-02-17,True,6731349,2021-10-14,True,239 days,F
Ani Calinescu,6793196,2020-06-08,True,6793676,2020-09-05,True,89 days,F
Ani Grubisic,6743863,2017-06-14,True,6737896,2022-01-03,True,1664 days,F
Anika Oellrich,6687836,2020-08-13,True,6687669,2022-10-02,True,780 days,F
Anikó Ekárt,6668426,2020-09-01,True,6634858,2022-04-09,True,585 days,F
Anita E. Bandrowski,6627791,2020-05-28,True,6688328,2021-10-14,True,504 days,F
Anita Graser,6721724,2020-08-25,True,6718342,2022-08-16,True,721 days,F
Anita Greenhill,6642986,2017-05-17,True,6584693,2022-10-02,True,1964 days,F
Anita Prinzie,6741189,2017-05-26,True,6745127,2018-11-14,True,537 days,F
Anita Schöbel,6748553,2020-02-22,True,6795393,2021-03-23,True,395 days,F
Anita Wasilewska,6766691,2017-05-17,True,6773167,2017-06-09,True,23 days,F
Anja Feldmann,6615714,2020-02-22,True,6646260,2020-03-06,True,13 days,F
Anja Klein 0002,6580562,2020-03-12,True,6582097,2021-09-23,True,560 days,F
Anja Rey,6611507,2019-01-21,True,6610732,2020-04-15,True,450 days,F
Anjali Awasthi,6740659,2017-05-26,True,6734029,2021-02-23,True,1369 days,F
Anka Lisec,6662441,2020-02-25,True,6719739,2022-06-13,True,839 days,F
Anke Meyer-Bäse,6683744,2020-02-22,True,6582005,2020-10-26,True,247 days,F
Ann Gordon-Ross,6584180,2020-09-10,True,6670002,2021-10-14,True,399 days,F
Ann Light,6598492,2020-06-05,True,6692269,2020-10-01,True,118 days,F
Ann Majchrzak,6715270,2017-09-16,True,6585054,2021-09-10,True,1455 days,F
Ann Nowé,6737094,2018-11-30,True,6777372,2022-01-08,True,1135 days,F
Ann R. Taket,6792479,2020-08-21,True,6794481,2020-09-04,True,14 days,F
Anna A. Ivashko,6753857,2020-07-03,True,6804564,2021-03-24,True,264 days,F
Anna A. Larionova,6648979,2022-08-16,True,6649770,2022-10-02,True,47 days,F
Anna A. Shtyrkina,6766261,2021-02-24,True,6766110,2021-10-14,True,232 days,F
Anna Agliari,6806359,2020-03-04,True,6807875,2022-10-02,True,942 days,F
Anna Anikina,6601626,2021-09-16,True,6598967,2022-06-13,True,270 days,F
Anna Baumert,6628719,2020-04-01,True,6628655,2020-05-13,True,42 days,F
Anna Bernasconi 0002,6688175,2020-08-13,True,6687771,2022-07-25,True,711 days,F
Anna Cavallini,6731363,2020-12-29,True,6734919,2021-04-09,True,101 days,F
Anna Chlingaryan,6745448,2022-05-12,True,6747187,2022-10-02,True,143 days,F
Anna Cinzia Squicciarini,6699625,2020-09-29,True,6596548,2022-01-21,True,479 days,F
Anna Dickinson,6663502,2020-02-25,True,6729238,2020-03-13,True,17 days,F
Anna Diva P. Lotufo,6712295,2020-03-27,True,6734326,2020-10-26,True,213 days,F
Anna E. Frid,6637032,2019-07-31,True,6576793,2022-04-09,True,983 days,F
Anna Eriksson,6720931,2020-08-25,True,6720597,2022-08-16,True,721 days,F
Anna Fabijanska,6685095,2020-02-22,True,6684350,2021-10-14,True,600 days,F
Anna Felnhofer,6775607,2020-03-31,True,6775385,2020-06-15,True,76 days,F
Anna Ferrara,6764430,2020-09-02,True,6763084,2020-10-26,True,54 days,F
Anna Fiedukowicz,6719821,2020-08-25,True,6719503,2021-07-25,True,334 days,F
Anna Galluccio,6664359,2020-10-02,True,6571839,2021-02-17,True,138 days,F
Anna Gomolinska,6773210,2017-05-20,True,6773164,2021-01-06,True,1327 days,F
Anna Granà,6734953,2019-09-25,True,6741847,2019-10-19,True,24 days,F
Anna Gál,6802908,2020-06-08,True,6570685,2021-02-17,True,254 days,F
Anna Hac,6615621,2020-02-22,True,6596798,2020-07-14,True,143 days,F
Anna Helena Reali Costa,6658897,2020-02-20,True,6736460,2022-06-28,True,859 days,F
Anna Ingólfsdóttir,6575196,2020-03-27,True,6574488,2021-10-14,True,566 days,F
Anna Jaskiewicz,6564094,2020-02-24,True,6654817,2021-07-25,True,517 days,F
Anna K. Berg,6582136,2020-03-12,True,6582331,2021-10-14,True,581 days,F
Anna Kolesárová,6639973,2020-06-18,True,6726246,2021-02-17,True,244 days,F
Anna Kovacs-Györi,6719296,2020-08-25,True,6719383,2021-10-25,True,426 days,F
Anna L. Theakston,6691018,2020-08-06,True,6707790,2020-10-01,True,56 days,F
Anna Labella,6576311,2017-12-28,True,6577793,2022-04-09,True,1563 days,F
Anna Lisa Guido,6619468,2016-08-04,True,6724804,2020-05-14,True,1379 days,F
Anna M. Bianchi,6761320,2020-09-02,True,6684726,2022-06-30,True,666 days,F
Anna Maria Fanelli,6710109,2017-06-15,True,6640187,2020-06-18,True,1099 days,F
Anna Maria Gil Lafuente,6745439,2017-05-26,True,6640374,2020-10-26,True,1249 days,F
Anna Maria Lucia Lanzolla,6603791,2020-06-08,True,6600808,2022-12-07,True,912 days,F
Anna Maria Paganoni,6634011,2020-10-01,True,6634349,2022-06-02,True,609 days,F
Anna Maria Perdon,6561785,2020-02-24,True,6725761,2021-02-17,True,359 days,F
Anna Martínez-Gavara,6788361,2021-02-17,True,6734117,2022-10-02,True,592 days,F
Anna N. Rettieva,6804631,2018-11-02,True,6753422,2021-06-09,True,950 days,F
Anna Napoli,6807075,2020-03-27,True,6805702,2021-03-24,True,362 days,F
Anna Nosella,6655826,2020-10-08,True,6739772,2022-05-12,True,581 days,F
Anna Näslund Dahlgren,6598416,2022-08-16,True,6598487,2023-01-05,True,142 days,F
Anna O. Tolbey,6765874,2022-02-15,True,6765664,2022-02-23,True,8 days,F
Anna Paola Carrieri,6576312,2018-11-30,True,6576943,2021-07-25,True,968 days,F
Anna Pavlova,6771572,2020-02-24,True,6770481,2022-10-02,True,951 days,F
Anna Perini,6636392,2007-02-20,True,6619993,2022-06-13,True,5592 days,F
Anna Petrasova,6662686,2020-03-27,True,6663436,2021-05-14,True,413 days,F
Anna Philippou,6570711,2021-02-17,True,6565394,2022-06-28,True,496 days,F
Anna Schreuer,6656466,2020-10-08,True,6656179,2020-10-26,True,18 days,F
Anna Sigridur Islind,6598349,2020-10-20,True,6598448,2022-04-09,True,536 days,F
Anna Sikharulidze,6713628,2017-05-26,True,6639801,2020-06-18,True,1119 days,F
Anna Sikora,6697719,2020-04-01,True,6589199,2021-10-06,True,553 days,F
Anna Spagnolli,6773572,2020-03-31,True,6774209,2021-09-23,True,541 days,F
Anna Syberfeldt,6710636,2018-02-14,True,6764939,2022-01-03,True,1419 days,F
Anna Tonazzini,6661105,2020-02-20,True,6580836,2020-03-12,True,21 days,F
Anna Ukovich,6581949,2020-03-12,True,6604651,2020-06-08,True,88 days,F
Anna V. Kitaeva,6803745,2017-05-26,True,6585844,2021-03-25,True,1399 days,F
Anna V. Melnik,6753983,2020-07-03,True,6804910,2021-03-24,True,264 days,F
Anna V. Tur,6753317,2020-07-03,True,6754121,2021-07-20,True,382 days,F
Anna de Mier,6637704,2019-10-19,True,6578199,2021-02-17,True,487 days,F
Annabell Halfmann,6692029,2020-10-01,True,6692218,2021-04-29,True,210 days,F
Annalisa Appice,6662299,2020-02-25,True,6734316,2022-12-25,True,1034 days,F
Annalisa Bossi,6570035,2021-02-17,True,6568321,2022-10-02,True,592 days,F
Annalisa Cesaroni,6632754,2018-11-30,True,6561784,2020-02-24,True,451 days,F
Annalisa De Bonis,6576128,2019-10-31,True,6577634,2021-04-09,True,526 days,F
Annalisa Franco,6735458,2017-05-18,True,6736196,2017-09-16,True,121 days,F
Annalisa Greco,6721475,2020-08-25,True,6710680,2020-09-16,True,22 days,F
Annalisa Liccardo,6598869,2020-06-08,True,6607041,2022-09-22,True,836 days,F
Annalisa Milella,6681117,2020-02-24,True,6748299,2022-11-13,True,993 days,F
Annalisa Orenti,6625289,2020-05-10,True,6626154,2021-01-21,True,256 days,F
Annamaria Goy,6722572,2020-05-11,True,6623522,2020-07-22,True,72 days,F
Annamária R. Várkonyi-Kóczy,6631680,2020-04-16,True,6598802,2020-06-08,True,53 days,F
Anne Auger,6576195,2020-06-15,True,6577400,2022-12-13,True,911 days,F
Anne Bouillard,6615420,2020-02-22,True,6614793,2022-01-21,True,699 days,F
Anne Bouvet,6687234,2020-12-08,True,6687381,2021-03-09,True,91 days,F
Anne Boyer,6733796,2017-11-28,True,6740627,2019-06-12,True,561 days,F
Anne Broadbent,6567618,2021-02-17,True,6576626,2022-10-02,True,592 days,F
Anne Condon,6751229,2020-06-08,True,6573794,2021-02-17,True,254 days,F
Anne Gerdes,6629276,2020-04-01,True,6690728,2022-12-07,True,980 days,F
Anne H. H. Ngu,6641931,2017-05-18,True,4008602,2017-05-23,True,5 days,F
Anne H. Schistad Solberg,6685570,2020-03-04,True,6686916,2021-02-11,True,344 days,F
Anne Humeau-Heurtier,6685727,2021-01-13,True,6687232,2022-06-10,True,513 days,F
Anne Magály de Paula Canuto,6740874,2020-10-06,True,6710366,2022-06-23,True,625 days,F
Anne Marie Svane,6637229,2019-07-29,True,6638423,2020-10-26,True,455 days,F
Anne Niknejad,6688236,2020-08-13,True,6688483,2020-10-26,True,74 days,F
Anne Remke,6615346,2020-02-22,True,6578404,2021-02-17,True,361 days,F
Anne Ruiz-Gazen,6634041,2021-10-14,True,6624935,2022-03-16,True,153 days,F
Anne Ruth Mackor,6708131,2020-12-25,True,6707654,2021-05-14,True,140 days,F
Anne S. Hsu,6708197,2020-10-01,True,6707973,2022-07-28,True,665 days,F
Anne Schilling,6637367,2019-08-07,True,6637845,2020-12-29,True,510 days,F
Anne Shiu,6637672,2019-07-29,True,6637545,2021-12-23,True,878 days,F
Anne Spalanzani,6679729,2020-02-24,True,6612044,2022-04-27,True,793 days,F
Anne-Marie Alt,6597044,2020-07-14,True,6594035,2020-07-22,True,8 days,F
Anne-Marie Coles,6690557,2020-05-11,True,6655485,2020-10-26,True,168 days,F
Anne-Marie Kermarrec,6597085,2020-07-14,True,6570660,2021-02-17,True,218 days,F
Annegret Wagler,6646151,2020-03-06,True,6572026,2021-02-17,True,348 days,F
Annele Eerola,6656238,2020-10-08,True,6656705,2022-10-02,True,724 days,F
Annemie Van Hirtum,6687234,2020-12-08,True,6685706,2021-07-25,True,229 days,F
Annette Adler,6629223,2020-04-01,True,6598635,2020-06-05,True,65 days,F
Annick Laruelle,6804690,2017-06-06,True,6770235,2020-02-24,True,993 days,F
Annie Chateau,6766682,2017-05-17,True,6566801,2021-02-17,True,1372 days,F
Annie Gravey,6615259,2020-02-22,True,6630271,2020-09-29,True,220 days,F
Annie Lang,6628401,2020-04-01,True,6628654,2022-09-22,True,904 days,F
Annie S. Wu,6667343,2020-07-09,True,6668405,2020-09-01,True,54 days,F
Anniek Eerdekens,6746719,2020-10-26,True,6747111,2021-04-23,True,179 days,F
Annika Kanckos,6767676,2017-05-17,True,6717612,2022-04-09,True,1788 days,F
Antigoni Faka,6721684,2020-12-01,True,6719571,2022-06-13,True,559 days,F
Antonella Branca,6776937,2017-06-05,True,6660106,2020-02-20,True,990 days,F
Antonella Cioffi,6600298,2021-07-13,True,6598906,2021-09-16,True,65 days,F
Antonella Comuniello,6600357,2020-06-08,True,6601663,2021-12-15,True,555 days,F
Antonella Del Pozzo,6577449,2019-05-29,True,6566506,2023-01-05,True,1317 days,F
Antonella Di Stefano,6635084,2004-05-05,True,6672667,2020-10-02,True,5994 days,F
Antonella Ferrara,6632477,2019-06-02,True,6632194,2021-05-25,True,723 days,F
Antonella Guzzo,6612640,2020-04-16,True,6739073,2022-04-09,True,723 days,F
Antonella Martini,6804349,2020-02-21,True,6804432,2022-10-24,True,976 days,F
Antonella Moretto,6586454,2021-04-07,True,6585601,2021-10-14,True,190 days,F
Antonella Petrillo,6685526,2020-02-22,True,6621707,2022-01-13,True,691 days,F
Antonella Plaia,6625375,2020-05-10,True,6742988,2022-12-25,True,959 days,F
Antonella Santone,6696720,2020-03-12,True,6696189,2020-06-15,True,95 days,F
Antonella Zanna,6788363,2021-02-17,True,6565129,2021-04-09,True,51 days,F
Antonia Nasiakou,6749890,2020-02-22,True,6692764,2020-04-01,True,39 days,F
Antonia Papandreou-Suppappola,6580437,2020-03-12,True,6758871,2020-09-02,True,174 days,F
Antonietta Grasso,6598158,2020-06-05,True,6598056,2022-10-02,True,849 days,F
Antonietta Varasano,6719592,2020-08-25,True,6720910,2021-12-15,True,477 days,F
Antonija Mitrovic,6633616,2020-09-29,True,6633592,2022-11-13,True,775 days,F
Antónia Lopes,6574201,2018-11-30,True,6576030,2021-02-17,True,810 days,F
Anu Bala,6708632,2018-06-20,True,6742453,2020-12-29,True,923 days,F
Anu Sharma,6631706,2020-04-16,True,6624542,2020-05-10,True,24 days,F
Anu Sivunen,6584344,2020-05-14,True,6692087,2022-08-16,True,824 days,F
Anuja Dixit,6737620,2022-01-03,True,6710550,2022-12-25,True,356 days,F
Anuradha Pillai,6619610,2021-09-20,True,6619734,2022-01-03,True,105 days,F
Anuradha Sharma,6641723,2020-09-05,True,6641445,2022-10-02,True,757 days,F
Anália Lourenço,6687696,2020-08-13,True,6737459,2022-10-12,True,790 days,F
Aparna S. Varde,6772969,2020-03-31,True,6612278,2022-06-09,True,800 days,F
April H. Reed,6651405,2020-03-24,True,6810776,2020-10-01,True,191 days,F
Araceli Sanchis,6739344,2017-06-06,True,6755760,2022-04-12,True,1771 days,F
Arantxa Otegi,6755290,2021-02-17,True,6643622,2022-06-23,True,491 days,F
Arantxa Villanueva,6660336,2020-02-20,True,6763345,2022-10-02,True,955 days,F
Arantza Aldea,6756677,2021-02-11,True,6731380,2022-01-03,True,326 days,F
Arantza Casillas,6755234,2021-02-17,True,6732006,2022-10-02,True,592 days,F
Arantza Díaz de Ilarraza,6755234,2021-02-17,True,6756041,2022-07-13,True,511 days,F
Arantza Illarramendi,6634568,2020-03-24,True,6642004,2021-10-14,True,569 days,F
Arantzazu Burgos,6617880,2020-04-02,True,6704701,2020-05-21,True,49 days,F
Archana A. Nawandhar,6685952,2020-02-22,True,6685962,2021-01-09,True,322 days,F
Aria Alasty,6806849,2020-03-04,True,6594217,2022-09-10,True,920 days,F
Ariane Droin,6720966,2021-02-11,True,6663368,2023-01-09,True,697 days,F
Ariane Lambert-Mogiliansky,6565631,2018-12-26,True,6707447,2020-10-01,True,645 days,F
Ariane Machado-Lima,6789779,2021-02-17,True,6734321,2021-10-14,True,239 days,F
Arianna D'Ulizia,6643689,2018-11-30,True,6720818,2022-02-23,True,1181 days,F
Arianna Dal Forno,6667112,2020-07-09,True,6807634,2022-10-02,True,815 days,F
Arianna Mencattini,6710888,2017-06-05,True,6761401,2022-08-16,True,1898 days,F
Arianna Menciassi,6777844,2017-06-05,True,6681255,2021-10-14,True,1592 days,F
Arina V. Tankanag,6684314,2021-11-18,True,6686515,2022-11-09,True,356 days,F
Armelle Brun,6733796,2017-11-28,True,6740627,2019-06-12,True,561 days,F
Arpita Nagpal,6723213,2021-02-16,True,6627336,2022-06-10,True,479 days,F
Arpita Sinha,6632426,2017-05-28,True,6632211,2019-06-13,True,746 days,F
Artemis Tsitsika,6776164,2020-10-26,True,6775234,2021-10-14,True,353 days,F
Arti Ahluwalia,6627976,2020-05-28,True,6627692,2021-05-18,True,355 days,F
Arti Anuragi,6684652,2021-10-14,True,6686459,2022-06-23,True,252 days,F
Aruna Jayasuriya,6580187,2020-03-12,True,6781368,2020-07-30,True,140 days,F
Arzu Gorgulu Kakisim,6731327,2019-10-19,True,6695999,2022-03-15,True,878 days,F
Ashima Yadav,6643188,2020-08-06,True,6712367,2020-11-14,True,100 days,F
Asimina Kiourti,6692776,2020-04-01,True,6760603,2021-04-09,True,373 days,F
Asiya M. Belyalova,6649204,2022-06-10,True,6648089,2022-10-02,True,114 days,F
Asma Atig,6653766,2021-03-17,True,6592103,2022-09-10,True,542 days,F
Asma Khaled Aldubaikil,6635956,2021-09-24,True,6796763,2023-01-13,True,476 days,F
Asma M. Altabeeb,6712629,2020-12-29,True,6714001,2022-12-07,True,708 days,F
Assem M. Abdelhakim,6736918,2017-06-14,True,6737592,2021-04-09,True,1395 days,F
Assya Rousseva,6803630,2017-09-16,True,6803966,2019-11-04,True,779 days,F
Astrid Kiehn,6690306,2020-03-06,True,6576098,2022-10-02,True,940 days,F
Astrid Kousholt,6637040,2019-07-26,True,6637523,2020-10-26,True,458 days,F
Astrid M. L. Kappers,6753046,2019-05-23,True,6752193,2022-10-02,True,1228 days,F
Astrid Pieterse,6567008,2020-09-30,True,6802897,2022-01-08,True,465 days,F
Asya Natapov,6662552,2020-02-25,True,6720816,2020-08-25,True,182 days,F
